symbol,timestamp,open,high,low,close,volume
600519.SH,20220905,1689.4,1695.76,1646.76,1661.76,36822
600519.SH,20220906,1662.12,1674.96,1651.76,1671.76,20830
600519.SH,20220907,1661.79,1664.42,1637.77,1644.77,28306
600519.SH,20220908,1646.76,1658.76,1641.76,1641.76,16591
600519.SH,20220909,1651.76,1678.76,1642.76,1671.55,27090
600519.SH,20220913,1706.76,1715.14,1684.99,1705.76,28693
600519.SH,20220914,1690.77,1706.76,1689.76,1695.76,16042
600519.SH,20220915,1696.76,1719.88,1696.72,1706.76,20810
600519.SH,20220916,1698.56,1712.36,1681.87,1685.76,24121
600519.SH,20220919,1681.76,1715.35,1679.64,1698.4,18584
600519.SH,20220920,1696.74,1711.36,1685.31,1704.76,14116
600519.SH,20220921,1703.43,1709.76,1674.76,1674.76,20995
600519.SH,20220922,1666.76,1667.78,1643.61,1647.57,22704
600519.SH,20220923,1647.57,1681.76,1647.57,1661.19,28288
600519.SH,20220926,1646.76,1714.76,1646.74,1689.76,35135
600519.SH,20220927,1695.62,1723.76,1677.87,1714.76,28820
600519.SH,20220928,1707.26,1726.16,1700.77,1709.76,21446
600519.SH,20220929,1724.74,1728.94,1697.89,1707.11,21590
600519.SH,20220930,1725.38,1728.75,1692.76,1699.26,21289
600519.SH,20221010,1716.76,1717.76,1606.96,1612.76,48584
600519.SH,20221011,1615.76,1632.76,1586.76,1606.75,32047
600519.SH,20221012,1600.42,1605.76,1534.76,1586.76,48195
600519.SH,20221013,1547.22,1561.76,1523.76,1526.75,63969
600519.SH,20221014,1536.76,1581.76,1528.7,1564.37,46520
600519.SH,20221017,1552.76,1554.75,1524.56,1545.26,33550
600519.SH,20221018,1551.76,1556.76,1527.76,1532.59,28083
600519.SH,20221019,1528.74,1528.74,1474.76,1474.76,60121
600519.SH,20221020,1447.76,1495.19,1437.76,1470.26,42778
600519.SH,20221021,1466.76,1474.56,1436.76,1450.76,38907
600519.SH,20221024,1396.76,1415.76,1314.77,1328.04,132098
600519.SH,20221025,1306.18,1341.76,1298.76,1306.51,81362
