symbol,timestamp,open,high,low,close,volume
300750.SZ,20231214,142.18,142.79,137.74,137.93,227514
300750.SZ,20231215,138.5,139.98,135.9,136.3,202046
300750.SZ,20231218,134.41,134.99,127.58,128.27,429129
300750.SZ,20231219,127.61,131.28,127.57,130.3,251852
300750.SZ,20231220,130.5,132.5,129.62,129.75,212494
300750.SZ,20231221,128.87,136.63,128.87,135.69,421315
300750.SZ,20231222,134.8,139.71,133.5,137.59,280321
300750.SZ,20231225,136.8,139.18,136.1,138.84,130056
300750.SZ,20231226,138.27,138.8,136.04,137.43,127673
300750.SZ,20231227,138.83,139.3,135.17,135.63,173565
300750.SZ,20231228,135.52,144.46,134.87,144.29,378502
300750.SZ,20231229,145.28,146.3,143.3,144.56,226838
300750.SZ,20240102,143.52,143.83,137.92,138.13,214033
300750.SZ,20240103,137.4,138.58,135.7,137.1,197576
300750.SZ,20240104,136.8,137.02,131.07,132.5,272418
300750.SZ,20240105,132.29,136.03,130.79,132.2,210353
300750.SZ,20240108,131.5,134.69,130.38,131.3,193854
300750.SZ,20240109,131.26,132.67,127.05,130.0,233916
300750.SZ,20240110,128.24,134.41,127.85,131.96,232120
300750.SZ,20240111,131.96,139.07,129.81,136.12,328018
300750.SZ,20240112,135.3,138.63,133.5,135.93,254622
300750.SZ,20240115,134.8,135.0,130.65,133.0,172722
300750.SZ,20240116,132.96,138.55,131.86,138.25,284693
300750.SZ,20240117,138.16,138.16,133.05,133.54,217615
300750.SZ,20240118,131.4,136.5,131.31,135.91,307788
300750.SZ,20240119,135.1,139.19,134.7,136.2,265949
300750.SZ,20240122,134.8,141.25,131.95,136.96,404888
300750.SZ,20240123,136.3,140.1,134.49,135.21,323059
300750.SZ,20240124,135.8,136.29,130.81,134.78,248710
300750.SZ,20240125,133.3,136.4,131.01,136.3,294796
300750.SZ,20240126,133.8,135.78,131.3,131.3,271813
300750.SZ,20240129,130.74,132.08,128.32,128.32,217675
300750.SZ,20240130,126.8,128.74,121.7,122.05,327274
300750.SZ,20240131,126.3,134.26,125.3,132.89,595221
300750.SZ,20240201,132.88,133.82,129.88,130.32,279688
300750.SZ,20240202,129.3,130.3,124.67,127.3,307060
300750.SZ,20240205,123.91,135.8,123.6,133.24,471326
300750.SZ,20240206,132.49,140.56,132.12,139.63,437459
300750.SZ,20240207,139.3,141.09,137.3,140.9,366070
300750.SZ,20240208,140.8,146.3,140.18,144.14,309012
300750.SZ,20240219,146.26,146.26,140.39,141.39,270925
300750.SZ,20240220,143.18,143.18,137.37,139.63,221948
300750.SZ,20240221,138.68,144.6,137.64,142.5,257827
300750.SZ,20240222,142.63,142.63,140.18,141.65,209559
300750.SZ,20240223,143.27,143.3,140.36,141.8,210176
300750.SZ,20240226,140.53,141.29,136.0,137.3,360664
300750.SZ,20240227,136.38,139.15,135.84,139.13,290401
300750.SZ,20240228,139.48,144.6,138.31,138.31,400917
300750.SZ,20240229,137.4,145.07,136.96,144.81,391675
300750.SZ,20240301,144.83,146.86,143.7,145.85,281013
300750.SZ,20240304,146.3,149.16,144.07,145.2,268086
300750.SZ,20240305,143.4,146.5,141.3,145.95,275496
300750.SZ,20240306,143.88,148.2,143.0,144.94,187180
300750.SZ,20240307,144.3,145.47,140.78,141.45,221450
300750.SZ,20240308,140.43,142.1,137.95,139.3,202170
300750.SZ,20240311,146.3,162.95,145.4,162.15,763350
300750.SZ,20240312,164.64,167.73,161.3,167.14,621649
300750.SZ,20240313,168.3,168.99,164.6,166.48,347958
300750.SZ,20240314,166.19,169.26,164.26,165.11,305356
300750.SZ,20240315,164.93,165.2,158.15,162.3,354836
300750.SZ,20240318,171.34,175.06,170.25,172.26,483052
300750.SZ,20240319,171.79,173.6,167.9,168.55,269576
300750.SZ,20240320,166.81,172.54,166.81,170.78,210316
300750.SZ,20240321,170.81,173.18,170.38,170.38,187567
300750.SZ,20240322,170.39,171.21,166.29,167.81,191034
300750.SZ,20240325,166.87,169.5,165.78,166.1,164134
300750.SZ,20240326,167.0,174.43,166.99,173.1,302473
300750.SZ,20240327,173.04,173.05,169.3,169.3,206457
300750.SZ,20240328,169.37,173.0,167.9,170.08,200367
300750.SZ,20240329,171.6,176.3,170.68,171.46,164648
300750.SZ,20240401,175.3,181.13,174.7,179.14,275132
300750.SZ,20240402,179.4,182.87,177.8,181.0,240381
300750.SZ,20240403,180.24,180.25,175.9,178.95,234890
300750.SZ,20240408,178.95,181.2,175.9,175.9,189576
300750.SZ,20240409,175.3,177.8,175.01,177.3,145700
300750.SZ,20240410,175.41,176.3,172.83,174.04,179615
300750.SZ,20240411,172.11,175.6,168.3,173.9,192954
300750.SZ,20240412,172.3,173.28,169.31,169.69,166256
300750.SZ,20240415,175.15,178.44,173.16,178.44,305483
300750.SZ,20240416,180.3,180.6,176.22,178.45,276231
300750.SZ,20240417,176.65,178.23,174.32,177.29,216192
300750.SZ,20240418,175.27,178.75,172.69,176.86,195396
300750.SZ,20240419,174.36,175.76,170.81,172.1,184915
300750.SZ,20240422,174.1,176.19,171.87,171.9,150987
300750.SZ,20240423,172.43,173.8,169.18,171.23,111138
300750.SZ,20240424,173.3,173.7,167.7,170.9,151543
300750.SZ,20240425,169.87,175.65,169.19,174.5,164183
300750.SZ,20240426,173.31,180.18,173.31,179.78,224881
300750.SZ,20240429,181.87,194.8,181.3,190.93,438630
300750.SZ,20240430,192.09,192.09,188.33,188.93,214330
300750.SZ,20240506,197.33,198.03,192.36,193.31,270999
300750.SZ,20240507,192.51,194.21,191.48,193.21,131799
300750.SZ,20240508,193.33,194.13,189.44,189.56,124330
300750.SZ,20240509,192.6,196.84,192.53,195.73,219216
300750.SZ,20240510,195.73,195.73,189.33,189.83,228011
300750.SZ,20240513,182.63,188.1,181.84,185.68,221967
300750.SZ,20240514,186.93,187.53,184.45,185.34,106947
300750.SZ,20240515,185.34,189.66,183.83,184.22,130741
300750.SZ,20240516,185.13,187.97,183.31,186.0,153782
300750.SZ,20240517,186.03,189.33,184.91,189.33,184962
300750.SZ,20240520,193.53,194.21,189.34,189.78,199172
300750.SZ,20240521,190.0,190.91,186.89,187.89,122964
300750.SZ,20240522,188.83,193.33,187.93,191.22,252366
300750.SZ,20240523,190.53,191.98,189.46,190.67,176548
300750.SZ,20240524,189.13,191.19,187.12,187.31,155107
300750.SZ,20240527,188.13,188.13,184.83,186.34,163618
